Date,Close,High,Low,Open,Volume,SMA_20,RSI
2025-06-20,200.57769775390625,201.27622400422058,196.44639652864126,197.8235020126397,96813500,,
2025-06-23,201.07666015625,201.87498244787415,198.54200324907936,201.20639190632414,55814300,,
2025-06-24,199.87918090820312,203.0125832870988,199.77938491343542,202.16436301176623,54064000,,
2025-06-25,201.13653564453125,203.2421033073339,200.19850807531137,201.0267661369261,39525700,,
2025-06-26,200.57769775390625,202.2142514946699,199.04094000321476,201.00678701240994,50799100,,
2025-06-27,200.65753173828125,202.7930349784745,199.57979899649257,201.4658274879402,73188600,,
2025-06-30,204.7389373779297,206.95427439094752,198.84135059390303,201.58557286233471,91912800,,
2025-07-01,207.3833770751953,209.74839282792448,205.70689884063935,206.23578409144605,78788900,,
2025-07-02,211.99366760253906,212.8917706186518,207.7026988246806,208.47108532398713,67941800,,
2025-07-03,213.10134887695312,214.19902871499423,211.36499901814886,211.70428104663077,34955800,,
2025-07-07,209.50889587402344,215.77570049162512,208.36131809352125,212.23315593085263,50229000,,
2025-07-08,209.5687713623047,210.98578616820197,208.01205130024096,209.658593847986,42848900,,
2025-07-09,210.69639587402344,210.8859991217609,206.78463359109693,209.0897778625777,48749400,,
2025-07-10,211.96372985839844,213.03147386855414,209.58872537016995,210.06771262581316,44443600,,75.77941626608461
2025-07-11,210.7163543701172,211.68431760849728,209.41908263784933,210.12759762046792,39765800,,71.72791407812994
2025-07-14,208.1816864013672,210.46688365912564,207.10395364435493,209.48893166698292,38840100,,64.00465824405131
2025-07-15,208.67066955566406,211.44482767792792,208.48106630115817,208.7804390594974,42296300,,67.82673482685921
2025-07-16,209.71847534179688,211.95375954691573,208.2016644692293,209.8581806046168,47490500,,67.55097786631916
2025-07-17,209.57875061035156,211.3550095983717,209.14964612579556,210.12759810142074,48068100,,68.72917588743184
2025-07-18,210.73631286621094,211.34503189230253,209.25942654413325,210.42696659875526,48974600,207.02313385009765,70.07147688715452
2025-07-21,212.0335693359375,215.3266389893317,211.18536434566,211.65437808070223,51377400,207.5959274291992,66.33877092069872
2025-07-22,213.94955444335938,214.49840197701596,211.78411528941558,212.69220709721728,46404100,208.23957214355468,65.2032715645922
2025-07-23,213.7000732421875,214.69797228179937,211.9637386583707,214.54829351654996,46989300,208.9306167602539,54.950749711138755
2025-07-24,213.31088256835938,215.2368355364858,213.08137006420023,213.45058781785585,46022600,209.53933410644532,50.634361591650745
2025-07-25,213.43064880371094,214.7877920897316,212.95164630742312,214.24891808809048,40268800,210.18198165893554,65.034360441854
2025-07-28,213.6002960205078,214.39861831079742,212.61237047326716,213.5803337758995,37858000,210.82911987304686,65.32618834372056
2025-07-29,210.8261260986328,214.3586818606333,210.37707459375494,213.73000061776605,51411700,211.13347930908202,50.43830887629605
2025-07-30,208.6107940673828,211.94377315400357,207.28358653790625,211.454797150492,45512500,211.1948501586914,39.35369654028326
2025-07-31,207.1339111328125,209.39913099136336,206.72476887181696,208.0519764228089,80698400,210.95186233520508,38.78836674679785
2025-08-01,201.95481872558594,213.1312852679161,201.07666267114303,210.4269720875647,104434500,210.39453582763673,33.27987819767965
2025-08-04,202.9227752685547,207.44325668811337,201.25627047720934,204.0803265791815,75109300,210.0652297973633,34.9530409162374
2025-08-05,202.49366760253906,204.90858140720596,201.73526982787092,202.97265486934364,44155100,209.711474609375,30.45358208228167
2025-08-06,212.80197143554688,214.9275012748427,205.15806109322384,205.19798558200998,108483100,209.81675338745117,55.625219363769176
2025-08-07,219.56771850585938,220.38600300495352,216.12496995802366,218.42014073215765,90224800,210.19695281982422,62.88958263830955
2025-08-08,228.86814880371094,230.5146761138317,218.78936250198095,220.36604479784603,113854000,211.10454254150392,69.91734976204343
2025-08-11,226.95997619628906,229.33767612130436,224.54232171734583,227.6992650180531,61806100,212.04345703125,65.3957533663331
2025-08-12,229.42758178710938,230.57647717809445,226.8500938879156,227.78917070894937,55626200,213.08130264282227,67.68272054206619
2025-08-13,233.10403442382812,234.77241529044048,230.2068337695816,230.8462285986664,69878500,214.25058059692384,70.7220522493923
2025-08-14,232.5545654296875,234.89229562265464,230.6264418350812,233.83332460758467,51916300,215.3993713378906,69.8428757029999
2025-08-15,231.36570739746094,234.0531046408583,229.11788646444978,233.77337703316005,56038700,216.43084106445312,68.05149854195582
2025-08-18,230.66639709472656,232.89423321308522,229.88715369469057,231.47561022214762,37476200,217.36248245239258,71.04723703336796
2025-08-19,230.3367156982422,232.64447617946885,229.1278960385577,231.05601964615855,39402600,218.1818405151367,74.00809763019878
2025-08-20,225.79110717773438,230.24679444121838,225.55134937034353,229.75726351111018,42263900,218.78639221191406,69.30755325250188
2025-08-21,224.68218994140625,226.30063142153253,223.56327948127884,226.05087353353895,30621200,219.3549575805664,75.68318721955967
2025-08-22,227.53941345214844,228.8681272027074,225.1916985271248,225.95095699429655,42477800,220.06039581298828,76.67898353429275
2025-08-25,226.94000244140625,229.07792927219558,226.01089520624416,226.26065308481304,30983100,220.7273811340332,76.39697006943454
2025-08-26,229.08792114257812,229.26775474756235,224.4724002828088,226.65028173376106,54575100,221.64047088623047,71.34753253984826
2025-08-27,230.26678466796875,230.676376013076,228.03893336267103,228.38860049855515,31259500,222.72327041625977,66.43081834695903
2025-08-28,232.33477783203125,233.18396075811214,229.11789497993007,230.59647266873003,38074700,223.9833137512207,56.84415125101598
2025-08-29,231.91517639160156,233.15398096397084,231.145917853049,232.28481317583598,39418400,225.4813316345215,60.39396329222828
2025-09-02,229.49752807617188,230.62643860177437,226.75019132336067,229.02798202980685,44075600,226.81006927490233,50.14702656100255
2025-09-03,238.2390594482422,238.6186963224971,234.133039090421,236.98028515930878,66427800,228.5973388671875,58.8988955743114
2025-09-04,239.5477752685547,239.66765417218173,236.51072617258424,238.21906152531412,47549400,229.93462905883788,61.80835358045558
2025-09-05,239.45787048339844,241.08629675958926,238.25903569310344,239.76756781945676,54870400,230.92913665771485,64.19063847276868
2025-09-08,237.64962768554688,239.91741830634814,236.11111057683257,239.06825064349684,48999500,231.36821060180665,61.78753066952941
2025-09-09,234.123046875,238.5487492683241,233.13400016518182,236.77047435136637,66313900,231.7263641357422,55.7686522646995
2025-09-10,226.5703582763672,232.19491077497392,225.73117543382176,231.96513778704139,83440800,231.58350296020507,51.087572721003916
2025-09-11,229.80722045898438,230.22681187017153,226.43048902665416,226.66027725307507,50208600,231.41866226196288,56.75177903751055
2025-09-12,233.84332275390625,234.28288383192944,228.79821036620638,228.9980136278554,55824200,231.48310012817382,58.05465969002858
2025-09-15,236.47076416015625,237.95932665324483,234.80238330570734,236.77047667310174,42699500,231.73835296630858,61.57767209842712
2025-09-16,237.9193572998047,240.98639147239973,236.09114297984144,236.9502954777413,63421100,232.1010009765625,60.91357904569894
2025-09-17,238.75856018066406,239.86748583209587,237.4997706474641,238.73857528095925,46508000,232.5220932006836,60.582677949947836
2025-09-18,237.64962768554688,240.9664044724694,236.4208079152849,239.737599946219,44249600,233.11501922607422,56.785714842331494
2025-09-19,245.26223754882812,246.06146581163878,239.9773675285625,240.99636870073516,163741300,234.1440216064453,64.39655356863648
2025-09-22,255.8319854736328,256.3914711896616,247.8797028858207,248.05953649140056,105517400,235.55865020751952,74.15688062838922
2025-09-23,254.18359375,257.0907792625319,253.33442606621003,255.63220171436936,60275200,236.92082977294922,66.81415687126386
2025-09-24,252.06564331054688,255.4923293909784,250.79686899703333,254.9728287261993,42303700,238.06971588134766,62.97907927548738
2025-09-25,256.6212158203125,256.9209435623003,251.466224879955,252.96477212582877,55202100,239.38743743896484,66.28743352559977
2025-09-26,255.2126007080078,257.3505275669758,253.5342198150173,253.8539172209246,46076300,240.53132858276368,66.79404382649743
2025-09-29,254.18359375,254.75304905914027,252.76497075706976,254.31347273152574,40127700,241.6447494506836,70.14446163982655
2025-09-30,254.38340759277344,255.67215158054225,252.8648753735947,254.61318058017173,37704300,242.88904342651367,82.7683879893804
2025-10-01,255.20260620117188,258.53938316103813,254.6831055272507,254.7929996074261,48713900,243.73722076416016,81.72743313705665
2025-10-02,256.8809814453125,257.9299523535748,253.9038565188199,256.33149581258533,42630200,244.60388107299804,80.58357290326344
2025-10-03,257.7701110839844,258.9889308017334,253.70406057825727,254.42336451804394,49155600,245.51949310302734,79.64406916441202
2025-10-06,256.44140625,258.819106172963,254.80299514816292,257.7401350456914,44664100,246.45908203125,75.86498890064618
2025-10-07,256.23162841796875,257.15072039039774,255.18262697514498,256.56129542181253,31955800,247.56451110839845,74.83675540053
2025-10-08,257.8100891113281,258.2696351050741,255.8619653198879,256.2715719294531,36496900,249.1264976501465,78.27922642199195
2025-10-09,253.79396057128906,257.75013209688524,252.8948383011137,257.5603136690899,38322000,250.32583465576172,63.31048798893521
2025-10-10,245.032470703125,256.13171175032437,243.76369637579657,254.69310389004832,61999100,250.88529205322266,32.144023081475936
2025-10-13,247.42015075683594,249.44818352992385,245.32217845998096,249.13848619669534,38142900,251.43276138305663,39.084144749123155
2025-10-14,247.53004455566406,248.60900042906025,244.46301046499008,246.36117950382103,35478000,251.9132957458496,42.172403314058734
2025-10-15,249.09852600097656,251.5761352503302,247.2303418581919,249.24838988167792,33893600,252.43029403686523,35.5248021506374
2025-10-16,247.21035766601562,248.79881419551728,244.8926123625184,248.00958596667436,39777000,252.90833053588867,34.88106598092098
2025-10-17,252.045654296875,253.13461023404025,247.03052706557392,247.77980070207627,49147000,253.24750137329102,46.46862054607942
2025-10-20,261.98602294921875,264.1239650925819,255.3824390623343,255.64218177653177,90483000,253.55520324707032,59.50061990617698
2025-10-21,262.5155029296875,265.03308188579996,261.5764108568555,261.6263807259345,46695900,253.9717987060547,59.205227137228874
2025-10-22,258.19970703125,262.5954395959732,255.18261234613632,262.3956210979312,45015300,254.27850189208985,51.5566114199054
2025-10-23,259.3285827636719,260.36758405794774,257.76012648314656,259.68824995662277,32754900,254.41387023925782,51.82925213003207
2025-10-24,262.56549072265625,263.87421967110856,258.9290010880386,260.93706434715574,38253700,254.78151473999023,56.87994163462811
2025-10-27,268.5496520996094,268.8593494221352,264.3936774471076,264.6234656652487,44888200,255.49981765747071,62.24913723724125
2025-10-28,268.7394714355469,269.6286240979669,267.8902885694659,268.7294713644567,41534800,256.2176208496094,61.17694092356897
2025-10-29,269.4388122558594,271.1471476128123,266.85129379808274,269.01920560410514,51086700,256.92943115234374,67.16356646945799
2025-10-30,271.13714599609375,273.87451306817263,268.2199910571769,271.72657092903916,69886500,257.6422393798828,83.89108076904486
2025-10-31,270.108154296875,277.05143573891627,268.89933466249033,276.721738255342,86167100,258.25914154052737,80.53245303026507
2025-11-03,268.7894287109375,270.5877038096653,265.9921525413924,270.15812755648943,50194600,258.87654266357424,77.70837037381753
2025-11-04,269.7784729003906,271.22705027239556,267.36080327265466,268.0701070960229,49274800,259.5538848876953,77.36651041710837
2025-11-05,269.8783874511719,271.43687417180433,266.67147434431234,268.3498399683747,43683100,260.1572998046875,81.48769887900323
2025-11-06,269.50872802734375,273.1352174017799,267.6305743388968,267.6305743388968,51204000,260.9430381774902,77.69330091486668
2025-11-07,268.2099914550781,272.02629915101613,266.51162568814635,269.5386899523433,48227400,262.1019142150879,63.59670234284061
2025-11-10,269.42999267578125,273.7300109863281,267.4599914550781,268.9599914550781,41312400,263.20240631103513,64.66281998514135
2025-11-11,275.25,275.9100036621094,269.79998779296875,269.80999755859375,46208300,264.58840408325193,83.98839767174755
2025-11-12,273.4700012207031,275.7300109863281,271.70001220703125,275.0,48398000,265.8069778442383,77.47651914045824
2025-11-13,272.95001220703125,276.70001220703125,272.0899963378906,274.1099853515625,49602800,267.0939605712891,72.55864398869284
2025-11-14,272.4100036621094,275.9599914550781,269.6000061035156,271.04998779296875,47431300,268.11217803955077,60.98402620272378
2025-11-17,267.4599914550781,270.489990234375,265.7300109863281,268.82000732421875,45018300,268.38587646484376,47.13541951352829
2025-11-18,267.44000244140625,270.7099914550781,265.32000732421875,269.989990234375,45677300,268.63210144042966,45.384538411560186
2025-11-19,268.55999755859375,272.2099914550781,265.5,265.5299987792969,40424500,269.1501159667969,43.88579008033734
2025-11-20,266.25,275.42999267578125,265.9200134277344,270.8299865722656,45823600,269.4961868286133,41.37112934842552
2025-11-21,271.489990234375,273.3299865722656,265.6700134277344,265.95001220703125,59030800,269.9424118041992,55.138574030028245
2025-11-24,275.9200134277344,277.0,270.8999938964844,270.8999938964844,65585800,270.3109298706055,60.33291915260678
2025-11-25,276.9700012207031,280.3800048828125,275.25,275.2699890136719,46914200,270.72245635986326,61.56176177331627
2025-11-26,277.54998779296875,279.5299987792969,276.6300048828125,276.9599914550781,33431400,271.1280151367188,63.0207128837339
2025-11-28,278.8500061035156,279.0,275.989990234375,277.260009765625,20135600,271.51365814208987,67.22800026880765
2025-12-01,283.1000061035156,283.4200134277344,276.1400146484375,278.010009765625,46587700,272.1632507324219,70.1563137001502
2025-12-02,286.19000244140625,287.3999938964844,282.6300048828125,283.0,53669500,273.0332794189453,67.54330502120962
2025-12-03,284.1499938964844,288.6199951171875,283.29998779296875,286.20001220703125,43538700,273.75185546875,66.98471985758465
2025-12-04,280.70001220703125,284.7300109863281,278.5899963378906,284.1000061035156,43989100,274.29293670654295,61.27436878238664
2025-12-05,278.7799987792969,281.1400146484375,278.04998779296875,280.5400085449219,47265800,274.7565002441406,58.90908407998252
2025-12-08,277.8900146484375,279.6700134277344,276.1499938964844,278.1300048828125,38211800,275.2405014038086,66.4563465351588
2025-12-09,277.17999267578125,280.0299987792969,276.9200134277344,278.1600036621094,32193300,275.6280014038086,65.04013089192745
2025-12-10,278.7799987792969,279.75,276.44000244140625,277.75,33038300,275.80450134277345,65.55081601512691
2025-12-11,278.0299987792969,279.5899963378906,273.80999755859375,279.1000061035156,33248000,276.0325012207031,68.81787841530988
2025-12-12,278.2799987792969,279.2200012207031,276.82000732421875,277.8999938964844,39532900,276.2990005493164,62.90384131340278
2025-12-15,274.1099853515625,280.1499938964844,272.8399963378906,280.1499938964844,50409100,276.3839996337891,46.52586026122091
2025-12-16,274.6099853515625,275.5,271.7900085449219,272.82000732421875,37648600,276.74149932861326,45.37252344166063
2025-12-17,271.8399963378906,276.1600036621094,271.6400146484375,275.010009765625,50138700,276.9614990234375,39.68944626476971
2025-12-18,272.19000244140625,273.6300048828125,266.95001220703125,273.6099853515625,51630700,277.14299926757815,37.546749264166294
2025-12-19,273.6700134277344,274.6000061035156,269.8999938964844,272.1499938964844,144599200,277.51399993896484,30.329619963078486
